"year","company","debt_ratio","sector"
2014,"warner_bros_discovery",1.66025574384032,"entertainment"
2014,"tesla",1.1995474182267,"auto_manufactures"
2014,"toyota_motor",1.58663104507168,"auto_manufactures"
2014,"netflix",1.35834136933462,"entertainment"
2014,"meta",10.3271317829457,"internet_content"
2014,"honda_motor",1.66855114581017,"auto_manufactures"
2014,"google",5.10076203261342,"internet_content"
2014,"fresh_del_monte",3.01442416046879,"farm_products"
2014,"elevance_health",1.64798931195725,"health_plan"
2014,"walt_disney_cia",2.33965464505186,"entertainment"
2014,"cvs",2.04800684628975,"health_plan"
2014,"united_health_group",1.64411876665398,"health_plan"
2014,"baidu",2.19939644077575,"internet_content"
2014,"adecoagro",1.89426197435956,"farm_products"
2014,"archer_daniels_midland",1.80559773464111,"farm_products"
2015,"warner_bros_discovery",1.55957530475816,"entertainment"
2015,"tesla",1.16303877756955,"auto_manufactures"
2015,"toyota_motor",1.61651496684783,"auto_manufactures"
2015,"netflix",1.27873167063542,"entertainment"
2015,"meta",9.52148776257468,"internet_content"
2015,"honda_motor",1.62797805154112,"auto_manufactures"
2015,"google",5.43534832288979,"internet_content"
2015,"fresh_del_monte",3.07146237576905,"farm_products"
2015,"elevance_health",1.59585251073072,"health_plan"
2015,"walt_disney_cia",2.23093075619197,"entertainment"
2015,"cvs",1.67355252199732,"health_plan"
2015,"united_health_group",1.46786642565936,"health_plan"
2015,"baidu",2.32334454256891,"internet_content"
2015,"adecoagro",1.63651295925022,"farm_products"
2015,"archer_daniels_midland",1.80545814225339,"farm_products"
2016,"warner_bros_discovery",1.52718768271292,"entertainment"
2016,"tesla",1.35307462686567,"auto_manufactures"
2016,"toyota_motor",1.6206179447498,"auto_manufactures"
2016,"netflix",1.24571376180435,"entertainment"
2016,"meta",11.2642621813768,"internet_content"
2016,"honda_motor",1.66467295903928,"auto_manufactures"
2016,"google",5.88514107023646,"internet_content"
2016,"fresh_del_monte",3.17003226191899,"farm_products"
2016,"elevance_health",1.62776680089038,"health_plan"
2016,"walt_disney_cia",2.05844330127488,"entertainment"
2016,"cvs",1.6391684597765,"health_plan"
2016,"united_health_group",1.48642596918459,"health_plan"
2016,"baidu",2.16009922377573,"internet_content"
2016,"adecoagro",1.90794424109477,"farm_products"
2016,"archer_daniels_midland",1.76062511067824,"farm_products"
2017,"warner_bros_discovery",1.28650467716176,"entertainment"
2017,"tesla",1.24462494027711,"auto_manufactures"
2017,"toyota_motor",1.65562965102581,"auto_manufactures"
2017,"netflix",1.23213012766509,"entertainment"
2017,"meta",8.30539451704825,"internet_content"
2017,"honda_motor",1.74080466796922,"auto_manufactures"
2017,"google",4.40459446788561,"internet_content"
2017,"fresh_del_monte",2.83591267807728,"farm_products"
2017,"elevance_health",1.60183482071894,"health_plan"
